 citynumber, cityname, year, statenumber, murder, rape, robbery, assault, burglary, larceny, vehicletheft, policecivilian, policesworn,popcity,popstate,popstate1517,popstate1824,popstate2534,popprison,blackpct,femheadpct,edexppercap,welfarepercap
30,memphis,78,43,113,664,2897,1738,15914,17484,4732,414,1240,683112,4462,255,587,695,5835,45.46,17.68,619.6319,170.2454
30,memphis,79,43,103,704,3300,1678,15493,18436,4785,388,1265,682110,4533,255,595,731,6629,46.53,17.84,589.5317,172.1763
30,memphis,80,43,152,788,3846,2112,18778,20465,4780,451,1210,644957,4603,252.3333,603,749.6667,7022,47.6,18,558.2524,157.767
30,memphis,81,43,133,760,4092,2071,18157,22944,5168,336,1196,654096,4627,242,603,772,7897,48.32,18.39,526.9527,163.9164
30,memphis,82,43,122,713,4404,2370,16897,26293,5132,298,1200,659913,4646,231,600,772,7869,49.04,18.78,484.2734,153.4309
30,memphis,83,43,127,763,4493,2181,18224,23844,5590,325,1224,664883,4660,221,593,778,8201,49.76,19.17,519.8795,156.4561
30,memphis,84,43,113,794,4763,3488,14952,20755,7927,363,1159,654666,4687,219,583,787,7307,50.48,19.56,518.8918,178.9352
30,memphis,85,43,122,903,5016,3697,15888,22596,11743,409,1154,654626,4716,221,572,800,7127,51.2,19.95,568.3046,174.0981
30,memphis,86,43,161,919,5819,3578,18329,23099,12951,433,1139,660255,4739,228,554,809,7591,51.92,20.34,595.0326,199.5478
30,memphis,87,43,143,831,4696,3163,18451,22971,13569,427,1231,659720,4784,228,544,820,7639,52.64,20.73,616.5234,220.433
30,memphis,88,43,174,863,4462,3415,16293,22124,13828,427,1269,668935,4823,223,538,821,7732,53.36,21.12,626.1289,254.9042
30,memphis,89,43,141,781,3781,3327,15072,22177,12550,428,1353,651081,4854,212,534,818,10630,54.08,21.51,658.0645,194.3548
30,memphis,90,43,195,831,4152,3904,15526,22966,12681,419,1379,610337,4891,206.318,530.307,811.934,10388,54.8,21.9,676.358,217.2915
30,memphis,91,43,169,653,4504,3492,16580,24357,13382,415,1390,619981,4950,203.261,529.421,811.785,11474,55.52,22.29,678.2288,242.0664
30,memphis,92,43,176,688,5341,3559,16284,22673,13214,339,1371,628865,5021,206.137,529.358,806.39,11849,56.24,22.68,680.0995,266.8413
30,memphis,93,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5094,209.89,530.169,800.692,12824,NA,NA,NA,NA
31,mesa,71,3,3,6,36,48,844,3639,223,11,71,90000,1896,115,238,236,1401,0.48,9.06,809.8765,88.88889
31,mesa,72,3,2,9,44,51,1100,3503,282,9,84,95000,2009,124,252,263,1529,0.56,8.92,875.5981,98.08612
31,mesa,73,3,2,13,49,63,1875,3908,329,18,90,101000,2125,132,270,289,1691,0.64,8.78,869.3694,99.0991
31,mesa,74,3,2,16,121,122,1869,4989,511,19,102,107000,2224,139,286,312,2101,0.72,8.64,807.3023,81.13591
31,mesa,75,3,2,22,98,145,2015,5643,462,21,102,113176,2286,141,299,330,2647,0.8,8.5,830.855,78.06692
31,mesa,76,3,5,15,89,202,2321,5677,305,42,131,100763,2348,143,310,349,2850,0.88,8.36,920.9139,80.84358
31,mesa,77,3,4,34,83,264,2366,5733,439,54,132,116400,2427,145,323,371,3229,0.96,8.22,925.7426,90.75907
31,mesa,78,3,4,40,121,328,2053,5980,429,55,149,124937,2518,146,337,391,3450,1.04,8.08,891.1043,79.7546
31,mesa,79,3,2,53,153,547,2485,7274,434,66,184,115498,2639,147,354,419,3737,1.12,7.94,944.9036,81.26722
31,mesa,80,3,10,62,193,547,2773,7947,567,91,245,149662,2736,147,374,452.3333,4360,1.2,7.8,816.7476,82.52427
31,mesa,81,3,1,51,143,546,2510,7446,473,105,247,153941,2810,142,378,480,5199,1.27,7.95,804.1804,96.80968
31,mesa,82,3,3,40,129,533,2335,7250,449,113,246,157634,2890,138,382,499,6048,1.34,8.1,775.9454,87.25346
31,mesa,83,3,8,36,150,604,2294,6974,469,120,250,163310,2969,136,383,520,6743,1.41,8.25,791.2175,117.5814
31,mesa,84,3,6,56,127,682,2435,6986,560,132,263,181287,3067,138,383,544,7646,1.48,8.4,773.3129,156.9954
31,mesa,85,3,8,70,156,887,2991,9402,644,163,281,202450,3184,144,384,569,8273,1.55,8.55,817.0559,169.3502
31,mesa,86,3,11,117,239,841,3666,10688,811,180,333,210702,3309,151,387,597,9038,1.62,8.7,910.4621,168.2436
31,mesa,87,3,9,96,222,966,3356,11235,956,195,350,262428,3438,154,391,619,10558,1.69,8.85,939.3646,188.132
31,mesa,88,3,11,119,261,1005,3240,11747,1140,189,357,267642,3536,153,395,633,11578,1.76,9,955.2496,201.1946
31,mesa,89,3,10,85,213,1092,3840,11999,1835,193,371,285883,3622,149,398,637,12726,1.83,9.15,927.4194,223.3871
31,mesa,90,3,9,95,275,1345,3884,12306,2501,191,396,288091,3679,148.5,394.192,634.497,13781,1.9,9.3,930.3749,267.7888
31,mesa,91,3,15,156,389,1498,4604,13121,2605,227,413,294754,3747,149.432,387.097,634.41,14843,1.97,9.45,907.011,257.5646
31,mesa,92,3,9,119,295,1631,4461,12139,2509,230,418,301200,3835,154.463,384.578,633.44,15850,2.04,9.6,883.6472,247.3403
31,mesa,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945,158.002,388.95,636.831,17160,NA,NA,NA,NA
32,miami,71,10,100,137,2829,3014,9258,12961,3258,243,715,341333.3,7163,386,778,807,9653,22.94,16.77,622.2223,106.1728
32,miami,72,10,78,99,2555,2656,8294,12129,2798,202,734,343103,7520,410,822,885,10382,23.18,16.64,631.5789,114.8325
32,miami,73,10,104,86,2389,3017,9594,12428,2754,200,764,349928,7927,436,875,960,10376,23.42,16.51,560.8108,121.6216
32,miami,74,10,94,153,3312,2946,12050,16822,2960,241,778,350499,8317,458,937,1036,11217,23.66,16.38,600.4056,101.4199
32,miami,75,10,98,178,2657,3280,13224,17886,2508,460,645,350742,8542,465,978,1090,15315,23.9,16.25,680.2974,102.2305
32,miami,76,10,84,145,2313,2630,10823,18388,1953,265,821,338721,8695,468,1006,1140,17793,24.14,16.12,660.8084,101.9332
32,miami,77,10,84,178,2447,2637,9989,16486,2278,300,733,333713,8889,470,1033,1196,19447,24.38,15.99,671.6171,95.70957
32,miami,78,10,96,207,2832,3137,9635,16473,2480,314,698,330060,9132,471,1061,1248,21243,24.62,15.86,671.7791,95.09203
32,miami,79,10,134,261,3390,3040,10364,17044,2947,219,674,362840,9471,474,1097,1324,19407,24.86,15.73,618.4573,104.6832
32,miami,80,10,220,325,6890,4039,13729,22577,4760,306,688,335718,9840,486,1154.333,1440,20211,25.1,15.6,559.4661,94.6602
32,miami,81,10,210,382,6196,4423,12570,24388,4742,245,859,356734,10192,475,1194,1549,23200,25.33,15.9,579.758,108.9109
32,miami,82,10,190,349,5123,4301,11130,26329,5479,346,979,365506,10472,460,1215,1611,27139,25.56,16.2,555.7695,120.9657
32,miami,83,10,144,365,4719,4556,9984,24729,5302,397,1045,374769,10751,446,1234,1686,25393,25.79,16.5,562.9918,116.0885
32,miami,84,10,170,273,5705,4780,10682,24738,5545,416,1019,400646,11041,445,1240,1759,26759,26.02,16.8,589.4253,121.7339
32,miami,85,10,131,284,5768,5003,11789,28093,7287,391,1040,385892,11352,455,1239,1836,28482,26.25,17.1,621.895,136.8545
32,miami,86,10,148,221,5767,5540,12371,26265,8416,396,1038,396374,11669,475,1230,1908,32228,26.48,17.4,641.1605,142.8444
32,miami,87,10,128,202,5594,5385,11875,27548,8059,357,1043,385089,11999,482,1226,1977,32360,26.71,17.7,661.4376,150.7527
32,miami,88,10,130,244,6442,5886,13613,29408,8701,320,1038,389720,12308,476,1218,2029,34681,26.94,18,683.5502,166.0745
32,miami,89,10,132,285,7289,6387,15350,31268,9342,437,1113,381206,12638,458,1223,2080,39966,27.17,18.3,734.6774,187.0968
32,miami,90,10,129,299,8172,7007,13507,29518,9577,338,1080,358548,13019,455.32,1221.387,2116.698,44380,27.4,18.6,791.8898,220.3519
32,miami,91,10,134,253,8542,6716,12601,30751,8681,322,1069,367945,13288,455.958,1197.068,2114.147,46531,27.63,18.9,822.1402,264.2066
32,miami,92,10,128,272,7065,6480,12081,30633,8710,296,1022,373791,13510,466.239,1173.263,2079.137,48285,27.86,19.2,852.3906,308.0613
32,miami,93,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13726,472.995,1159.881,2037.41,52883,NA,NA,NA,NA
33,milwauke,71,50,52,104,661,652,4636,18775,6012,194,2086,708333.3,4460,270,543,519,2493,15.45,14.24,861.7284,187.6543
33,milwauke,72,50,56,87,748,694,4981,16617,5394,188,2125,718464,4498,276,556,553,2036,16.3,14.38,866.0287,198.5646
33,milwauke,73,50,66,175,1085,730,5617,17631,5219,190,2128,698325,4518,280,568,579,2147,17.15,14.52,840.0901,236.4865
33,milwauke,74,50,62,196,1647,827,6672,19251,5093,188,2124,680160,4538,285,579,606,2587,18,14.66,831.643,253.5497
33,milwauke,75,50,70,146,1968,1020,7685,22813,4816,208,2128,674369,4570,287,595,634,2992,18.85,14.8,856.8773,280.6692
33,milwauke,76,50,57,168,1621,846,7142,23052,4120,230,2083,652517,4585,290,605,661,3299,19.7,14.94,924.4288,302.2847
33,milwauke,77,50,54,213,1389,879,7077,21365,3570,240,2083,640489,4613,290,614,688,3347,20.55,15.08,886.1386,333.3333
33,milwauke,78,50,48,288,1212,890,7209,20556,3619,236,2028,623657,4632,287,623,705,3432,21.4,15.22,872.6994,326.6871
33,milwauke,79,50,63,283,1592,1101,8546,22563,4222,252,2029,645097,4666,280,635,731,3677,22.25,15.36,873.2782,330.5785
33,milwauke,80,50,74,213,1796,1227,9638,24726,3772,247,2039,633845,4714,272,645.6667,756.3333,3980,23.1,15.5,849.5146,316.7476
33,milwauke,81,50,71,290,1806,1257,10293,27512,3546,291,2030,641715,4726,260,646,778,4385,23.84,15.93,817.3817,309.1309
33,milwauke,82,50,62,194,2087,1250,10183,28794,3281,305,2087,645231,4729,247,639,781,4714,24.58,16.36,866.7339,259.5602
33,milwauke,83,50,51,235,2198,1236,8873,30216,4599,311,2059,643473,4722,234,627,789,4845,25.32,16.79,825.6991,354.2961
33,milwauke,84,50,44,292,1871,1249,8201,30618,5571,310,2062,632458,4736,228,611,800,4974,26.06,17.22,874.1365,344.5783
33,milwauke,85,50,68,390,2086,1512,7782,27151,4954,347,2041,621931,4748,225,592,810,5395,26.8,17.65,886.3508,376.792
33,milwauke,86,50,83,444,2207,3401,8417,28051,6306,369,1978,623278,4756,227,566,817,5717,27.54,18.08,939.0414,401.7894
33,milwauke,87,50,92,437,1984,3495,9964,28680,5746,373,1944,607885,4779,220,547,822,6126,28.28,18.51,940.4389,430.6665
33,milwauke,88,50,81,400,2111,2445,8787,28924,6676,387,1947,611140,4823,211,535,828,6325,29.02,18.94,989.9838,404.1107
33,milwauke,89,50,112,461,2415,1281,9175,30063,9137,393,1950,600898,4857,200,523,825,6775,29.76,19.37,981.4516,403.2258
33,milwauke,90,50,155,495,4146,1486,9311,29575,13238,414,1867,628100,4902,199.23,512.097,819.564,7438,30.5,19.8,1007.651,406.2739
33,milwauke,91,50,163,502,4252,1311,9431,28322,13570,455,1895,636342,4949,202.64,503.099,810.619,7775,31.24,20.23,1050.184,430.2583
33,milwauke,92,50,146,514,4334,1328,8742,26437,14241,489,2002,643017,4997,209.756,495.057,797.877,7992,31.98,20.66,1092.718,454.2427
33,milwauke,93,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5044,215.408,490.96,784.68,8422,NA,NA,NA,NA
34,minneapo,71,24,35,228,1646,1037,10039,16814,4996,92,802,416666.7,3852,235,470,471,1553,4.73,15.31,935.8025,187.6543
34,minneapo,72,24,39,308,1908,1358,10495,15495,5226,79,822,429251,3867,238,479,499,1337,5.06,14.82,992.823,232.0574
34,minneapo,73,24,35,236,1928,1235,10719,14422,4590,91,850,427860,3885,242,491,523,1402,5.39,14.33,954.955,247.7477
34,minneapo,74,24,39,333,2058,1440,10607,14281,4893,109,830,424362,3898,246,501,546,1372,5.72,13.84,847.8702,271.8053
34,minneapo,75,24,47,307,1838,1134,10420,16075,4639,114,840,405378,3926,248,516,569,1685,6.05,13.35,918.2156,288.1041
34,minneapo,76,24,27,300,1407,1220,9000,17108,3831,103,826,397421,3957,251,530,593,1624,6.38,12.86,964.8506,321.6169
34,minneapo,77,24,38,324,1652,1116,9743,15738,3687,114,795,390294,3980,250,539,616,1755,6.71,12.37,899.3399,320.132
34,minneapo,78,24,26,307,1688,1077,10353,14072,3019,105,765,374800,4005,247,545,634,1954,7.04,11.88,886.5031,340.4908
34,minneapo,79,24,30,327,1988,1554,9979,15243,3285,93,745,363899,4038,241,554,657,2094,7.37,11.39,814.0496,319.5592
34,minneapo,80,24,36,373,2267,1241,11609,17504,2790,91,715,370163,4085,233,559.3333,683.6667,2001,7.7,10.9,791.2621,308.2524
34,minneapo,81,24,28,367,2296,1192,12543,18943,2846,92,717,372784,4112,220,560,709,1966,8.23,11.08,784.3785,342.1342
34,minneapo,82,24,36,314,2583,1314,11467,19058,2487,92,690,376704,4132,208,552,716,2081,8.76,11.26,828.7148,358.7087
34,minneapo,83,24,16,316,2001,1154,10887,18416,2158,85,679,377850,4142,198,539,727,2113,9.29,11.44,814.3551,357.5217
34,minneapo,84,24,27,392,1740,1724,9413,16194,2145,87,673,370866,4158,195,524,739,2167,9.82,11.62,859.351,380.0842
34,minneapo,85,24,29,419,2326,2361,10983,18448,3411,91,677,361021,4185,195,507,753,2343,10.35,11.8,870.6035,400.7082
34,minneapo,86,24,44,492,2801,2622,10750,20917,4168,92,697,362845,4206,197,487,765,2462,10.88,11.98,916.9556,418.9632
34,minneapo,87,24,38,520,2866,2114,11987,23254,4577,98,729,359371,4236,191,471,772,2546,11.41,12.16,995.7863,422.2034
34,minneapo,88,24,55,460,2565,2420,9386,20004,5114,98,730,364745,4297,182,462,782,2799,11.94,12.34,990.3138,420.2997
34,minneapo,89,24,46,462,2524,2335,9842,21448,5488,132,740,348384,4338,172,453,783,3103,12.47,12.52,1008.065,440.3226
34,minneapo,90,24,55,603,2567,2403,9416,21802,5285,105,794,368383,4387,171.86,442.402,776.76,3176,13,12.7,1009.181,447.5899
34,minneapo,91,24,64,744,2610,2471,8990,22155,5081,142,818,373303,4429,174.365,431.721,767.131,3472,13.53,12.88,1042.066,498.155
34,minneapo,92,24,60,600,3075,2464,9307,21223,5169,126,831,377345,4474,181.076,423.632,751.673,3822,14.06,13.06,1074.952,548.7201
34,minneapo,93,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4524,188.323,420.172,733.445,4200,NA,NA,NA,NA
35,nashvill,71,43,73,157,1176,2174,8216,10103,3425,130,681,426333.3,4010,237,505,509,3454,19.96,13.11,530.8642,140.7407
35,nashvill,72,43,68,104,1097,1616,6569,8782,2686,142,732,458755,4088,243,514,546,3329,20.32,13.12,545.4546,143.5407
35,nashvill,73,43,96,166,1255,1328,8480,10228,3122,148,784,458456,4138,245,525,573,3454,20.68,13.13,540.5405,150.9009
35,nashvill,74,43,93,107,1543,1070,10281,11125,2633,175,862,453412,4202,248,538,603,3771,21.04,13.14,537.5253,133.8742
35,nashvill,75,43,93,110,2003,952,9500,17295,2875,198,874,449600,4261,249,551,631,4561,21.4,13.15,604.0892,135.6877
35,nashvill,76,43,74,129,1722,906,8892,15807,2216,198,885,445979,4329,252,562,663,4817,21.76,13.16,620.3867,159.9297
35,nashvill,77,43,82,187,1688,1000,8729,12151,2259,197,896,456589,4402,253,574,691,5480,22.12,13.17,612.2112,165.0165
35,nashvill,78,43,81,217,1772,1083,8613,12263,2415,209,954,452440,4462,255,587,695,5835,22.48,13.18,619.6319,170.2454
35,nashvill,79,43,89,266,1716,1180,9349,13420,2592,163,928,444443,4533,255,595,731,6629,22.84,13.19,589.5317,172.1763
35,nashvill,80,43,87,295,2027,1225,11482,17189,2581,151,1006,452025,4603,252.3333,603,749.6667,7022,23.2,13.2,558.2524,157.767
35,nashvill,81,43,79,363,1594,1051,10358,17968,2191,199,1039,458430,4627,242,603,772,7897,23.22,13.28,526.9527,163.9164
35,nashvill,82,43,67,321,1662,1198,9530,20379,2049,208,1000,462507,4646,231,600,772,7869,23.24,13.36,484.2734,153.4309
35,nashvill,83,43,81,324,1713,1171,8601,17598,1725,233,956,465887,4660,221,593,778,8201,23.26,13.44,519.8795,156.4561
35,nashvill,84,43,72,410,1438,1184,8788,17379,1854,251,961,475744,4687,219,583,787,7307,23.28,13.52,518.8918,178.9352
35,nashvill,85,43,81,348,1588,1359,8587,17764,2136,254,984,481286,4716,221,572,800,7127,23.3,13.6,568.3046,174.0981
35,nashvill,86,43,93,410,1953,1762,11380,19730,2919,284,970,470906,4739,228,554,809,7591,23.32,13.68,595.0326,199.5478
35,nashvill,87,43,99,509,2350,2295,11358,22602,3788,287,1019,487097,4784,228,544,820,7639,23.34,13.76,616.5234,220.433
35,nashvill,88,43,79,464,1954,2793,8866,20213,2816,310,1100,502759,4823,223,538,821,7732,23.36,13.84,626.1289,254.9042
35,nashvill,89,43,69,478,1608,3075,8062,18989,2669,296,1021,501398,4854,212,534,818,10630,23.38,13.92,658.0645,194.3548
35,nashvill,90,43,67,553,2164,4102,8892,20115,3467,300,994,499565,4891,206.318,530.307,811.934,10388,23.4,14,676.358,217.2915
35,nashvill,91,43,88,514,2648,4739,10321,21807,3841,313,990,507328,4950,203.261,529.421,811.785,11474,23.42,14.08,678.2288,242.0664
35,nashvill,92,43,90,498,2668,5126,10238,26106,5138,350,1043,514771,5021,206.137,529.358,806.39,11849,23.44,14.16,680.0995,266.8413
35,nashvill,93,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5094,209.89,530.169,800.692,12824,NA,NA,NA,NA
36,newark,71,31,131,312,5529,2641,13466,11303,6929,251,1471,377333.3,7282,405,781,893,5272,54.69,26.95,693.8271,195.0617
36,newark,72,31,148,325,4788,2583,11040,8632,8055,181,1266,386058,7337,417,785,944,5279,55.08,27.1,722.488,234.4498
36,newark,73,31,163,329,4069,2340,9376,7439,7496,329,1501,388034,7335,424,793,972,5357,55.47,27.25,745.4955,250
36,newark,74,31,130,290,4231,2122,10122,9258,6537,183,1603,378386,7335,430,809,998,5219,55.86,27.4,766.7343,243.4077
36,newark,75,31,122,297,4273,2444,10321,10501,6614,289,1565,372663,7341,429,827,1024,5682,56.25,27.55,802.974,258.3643
36,newark,76,31,99,323,3834,2309,10248,11542,5928,133,1507,367886,7344,429,844,1051,5618,56.64,27.7,775.0439,265.3778
36,newark,77,31,92,324,3203,2556,8775,10368,4995,278,1463,351412,7342,425,853,1076,5386,57.03,27.85,782.1782,278.8779
36,newark,78,31,109,315,3682,2737,8860,10362,5992,269,1453,325679,7356,423,859,1092,5422,57.42,28,773.0061,277.6074
36,newark,79,31,129,417,6100,3001,10665,10676,9368,256,1198,315818,7373,418,868,1121,5539,57.81,28.15,785.124,264.4628
36,newark,80,31,163,546,6845,3716,11371,11032,8920,259,930,330104,7376,411.3333,873.3333,1143.667,5564,58.2,28.3,734.2233,252.4272
36,newark,81,31,161,598,7778,3783,9958,11107,7601,258,1223,332746,7407,399,888,1182,6861,58.23,28.33,741.4742,257.4258
36,newark,82,31,117,489,6393,3705,8697,10347,6424,246,1166,334414,7431,383,894,1185,7990,58.26,28.36,708.8356,260.7757
36,newark,83,31,112,553,5287,3375,7660,9281,7013,136,1100,336016,7468,368,897,1203,9192,58.29,28.39,718.3642,255.5408
36,newark,84,31,87,589,4660,3244,6050,9901,7942,260,918,324961,7516,360,896,1226,10363,58.32,28.42,748.1277,268.1122
36,newark,85,31,117,594,5320,3705,6062,12210,10790,158,1122,316356,7566,358,891,1249,11335,58.35,28.45,779.1808,274.7088
36,newark,86,31,113,589,5464,3994,5654,11745,12918,146,1045,318801,7623,359,880,1276,12020,58.38,28.48,835.7166,295.1629
36,newark,87,31,81,577,4230,4038,5968,11400,13891,144,1081,318402,7672,347,862,1304,15969,58.41,28.51,877.0703,308.414
36,newark,88,31,115,522,4424,4672,6408,12142,14559,215,1076,319191,7713,327,841,1334,16936,58.44,28.54,914.3088,322.0014
36,newark,89,31,107,376,5310,4547,6687,12317,15674,192,1064,313839,7726,303,814,1353,19439,58.47,28.57,969.3549,345.1613
36,newark,90,31,112,326,6021,4225,6741,12537,14777,155,1070,275221,7740,292.537,779.595,1357.144,21128,58.5,28.6,992.3489,353.4813
36,newark,91,31,88,244,5201,3869,6180,11397,13961,156,1111,276510,7767,287.479,745.937,1340.656,23483,58.53,28.63,1002.214,406.6421
36,newark,92,31,87,313,5389,3926,6121,10822,13930,154,1072,277544,7813,289.492,717.734,1317.152,22653,58.56,28.66,1012.079,459.8029
36,newark,93,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7859,291.381,698.666,1289.867,23831,NA,NA,NA,NA
37,neworlea,71,19,116,325,3391,2109,10705,18984,8348,351,1428,586333.3,3711,239,480,447,4159,46.03,21.12,587.6543,192.5926
37,neworlea,72,19,163,261,3001,2040,8428,15987,7123,470,1353,601177,3762,245,487,476,3421,47.06,20.94,626.7943,198.5646
37,neworlea,73,19,208,243,3033,2058,9224,14081,6352,458,1343,591338,3789,246,499,497,4033,48.09,20.76,614.8649,200.4505
37,neworlea,74,19,199,260,3829,2282,9905,16019,6383,454,1383,587337,3821,248,514,520,4779,49.12,20.58,602.4341,172.4138
37,neworlea,75,19,158,237,3596,2002,9689,17989,6131,289,1647,571934,3887,251,534,550,4758,50.15,20.4,628.2528,157.9926
37,neworlea,76,19,170,264,2600,1776,8400,19440,5031,503,1510,557327,3952,255,543,581,4696,51.18,20.22,676.6257,186.2917
37,neworlea,77,19,173,360,3279,2135,8692,19754,5504,439,1600,587776,4016,255,559,610,6731,52.21,20.04,660.066,186.4686
37,neworlea,78,19,216,406,4164,2849,10514,22183,5491,366,1532,559160,4073,253,573,632,7291,53.24,19.86,677.9141,187.1166
37,neworlea,79,19,242,423,5276,2953,12810,24687,6088,502,1482,567656,4139,252,586,659,7618,54.27,19.68,662.5345,187.3278
37,neworlea,80,19,218,588,4647,2719,14154,25668,5581,601,1397,557761,4227,250.6667,598,688.3333,8889,55.3,19.5,648.0583,186.8932
37,neworlea,81,19,217,453,4950,2501,13117,25305,5615,NA,1336,571771,4283,245,603,718,9415,55.96,19.96,686.4687,205.7206
37,neworlea,82,19,233,488,5106,2777,12320,23613,4946,503,1355,579338,4353,238,607,733,10930,56.62,20.42,695.6526,206.3557
37,neworlea,83,19,211,536,4550,2752,10782,20847,4845,399,1416,589508,4396,230,601,748,12812,57.28,20.88,686.8989,211.5621
37,neworlea,84,19,214,555,4705,3213,10821,22238,5234,505,1323,576071,4401,225,585,754,13659,57.94,21.34,688.3062,223.899
37,neworlea,85,19,152,451,4142,3477,10383,23433,6694,386,1378,561364,4409,224,566,760,13890,58.6,21.8,679.8231,232.9638
37,neworlea,86,19,197,456,5165,3347,11561,26697,9466,221,1305,563927,4407,226,543,760,14300,59.26,22.26,716.2551,199.6021
37,neworlea,87,19,205,359,3786,3328,11999,22365,8959,403,1333,549536,4345,219,516,746,15375,59.92,22.72,675.8458,208.394
37,neworlea,88,19,228,403,4729,3563,12322,21534,9681,276,1360,538047,4289,209,495,730,16242,60.58,23.18,648.8946,212.5259
37,neworlea,89,19,251,388,5449,4115,12925,24935,11471,NA,NA,528589,4253,198,479,716,17257,61.24,23.64,681.4516,228.2258
37,neworlea,90,19,304,361,6048,4514,13624,24806,12142,NA,NA,496938,4217,191.842,465.698,702.147,18599,61.9,24.1,749.0436,244.8355
37,neworlea,91,19,345,302,5969,4353,12400,20977,9892,NA,NA,500791,4241,191.946,462.855,696.104,20003,62.56,24.56,774.9078,321.0332
37,neworlea,92,19,279,287,5341,4100,10967,20343,9124,NA,NA,505008,4273,197.397,460.521,688.269,20896,63.22,25.02,800.7719,397.2309
37,neworlea,93,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4290,201.482,457.175,675.227,22468,NA,NA,NA,NA
38,newyork,71,33,1466,2415,88994,33865,181331,187232,96624,2330,30685,7813000,18365,983,2082,2324,11928,21.51,17.14,879.0123,382.716
38,newyork,72,33,1691,3271,78202,37130,148046,134664,75865,1984,30828,7889921,18352,1001,2080,2438,11693,21.92,17.08,976.0766,433.0144
38,newyork,73,33,1680,3735,72750,38148,149311,127500,82731,4427,29861,7843200,18195,1009,2083,2497,12945,22.33,17.02,950.4504,452.7027
38,newyork,74,33,1554,4054,77940,41068,158321,163157,73731,4620,31033,7716600,18073,1015,2094,2555,14329,22.74,16.96,906.6937,432.0487
38,newyork,75,33,1645,3866,83190,43481,177032,188832,83201,4132,28411,7422506,18032,1014,2122,2614,16071,23.15,16.9,920.0743,431.2267
38,newyork,76,33,1622,3400,86183,42948,195243,232069,96682,3644,25789,7530493,17975,1015,2143,2671,17705,23.56,16.84,906.8541,493.8488
38,newyork,77,33,1553,3899,74404,42056,178907,214838,94420,4672,24895,7481613,17852,1003,2149,2707,19369,23.97,16.78,887.7888,490.099
38,newyork,78,33,1503,3882,74029,43271,164447,200110,83112,5035,24408,7242886,17720,993,2149,2711,20459,24.38,16.72,875.7668,453.9877
38,newyork,79,33,1733,3875,82572,44203,178162,220817,89748,4702,23310,7109420,17634,977,2159,2744,20856,24.79,16.66,826.4463,417.3554
38,newyork,80,33,1812,3711,100550,43476,210703,249421,100478,4349,22590,7035348,17565,955.6667,2157.667,2792,21639,25.2,16.6,814.3204,434.466
38,newyork,81,33,1826,3862,107475,43783,205825,258369,104706,5364,22467,7070429,17567,930,2184,2870,25494,25.55,16.74,796.4797,433.4434
38,newyork,82,33,1668,3547,95944,42784,172794,264400,107430,5876,22855,7096559,17590,894,2196,2873,27945,25.9,16.88,792.0876,466.1385
38,newyork,83,33,1622,3662,84043,43326,143698,253801,92725,5950,23339,7100063,17688,862,2206,2919,30510,26.25,17.02,830.326,444.6511
38,newyork,84,33,1450,3829,79541,47472,128687,250759,88478,7970,25044,7167121,17747,842,2194,2962,33109,26.6,17.16,851.9763,519.319
38,newyork,85,33,1384,3880,79532,50356,124838,262051,79426,6255,26073,7183984,17794,836,2168,3002,34507,26.95,17.3,885.3267,554.2314
38,newyork,86,33,1582,3536,80827,57306,124382,281713,85853,6428,27425,7179609,17836,838,2127,3041,38449,27.3,17.44,946.7388,529.6039
38,newyork,87,33,1672,3507,78890,64244,123412,289126,95654,7241,27523,7284319,17871,808,2084,3075,40842,27.65,17.58,999.903,563.71
38,newyork,88,33,1896,3412,86578,71030,127148,308479,119940,9304,26723,7346352,17944,761,2056,3116,44560,28,17.72,1025.755,597.9794
38,newyork,89,33,1905,3254,93377,70951,121322,287749,133861,9747,25858,7369454,17983,707,2021,3141,51232,28.35,17.86,1068.548,641.1291
38,newyork,90,33,2245,3126,100280,68891,119937,268620,147123,9563,26844,7322564,18002,686.652,1959.046,3135.608,54895,28.7,18,1081.102,664.1163
38,newyork,91,33,2154,2892,98512,66832,112015,256473,139977,9371,26856,7350023,18041,676.171,1879.777,3105.907,57862,29.05,18.14,1137.269,733.5793
38,newyork,92,33,1995,2815,91239,63529,103476,236169,126959,9673,28249,7375097,18095,683.544,1810.039,3064.056,61736,29.4,18.28,1193.437,803.0424
38,newyork,93,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18153,686.657,1759.424,3021.376,64569,NA,NA,NA,NA
39,oakland,71,5,89,220,2932,1224,14311,18528,5395,266,726,356666.7,20346,1139,2587,2793,17474,35.74,17.37,762.963,424.6913
39,oakland,72,5,78,261,2907,1646,13080,18445,5419,251,699,362100,20585,1165,2608,2980,16970,36.98,17.24,811.0048,449.7607
