 citynumber, cityname, year, statenumber, murder, rape, robbery, assault, burglary, larceny, vehicletheft, policecivilian, policesworn,popcity,popstate,popstate1517,popstate1824,popstate2534,popprison,blackpct,femheadpct,edexppercap,welfarepercap
39,oakland,73,5,100,220,2879,1853,14734,17063,4746,280,722,346100,20868,1191,2684,3126,19794,38.22,17.11,797.2973,423.4234
39,oakland,74,5,78,246,2883,2175,14144,16702,4279,253,682,342400,21173,1212,2772,3264,21897,39.46,16.98,811.3589,383.3671
39,oakland,75,5,111,316,3185,2288,13986,18922,4075,326,697,337748,21537,1220,2880,3409,17296,40.7,16.85,847.5837,351.3011
39,oakland,76,5,98,309,2894,2213,13200,18911,3590,286,678,333100,21935,1241,2980,3570,18113,41.94,16.72,934.9736,376.0984
39,oakland,77,5,94,366,3037,2267,12750,17498,3701,375,656,339264,22350,1256,3065,3736,17338,43.18,16.59,920.7921,391.0891
39,oakland,78,5,97,351,2774,2152,12501,17790,3189,233,642,327756,22839,1265,3141,3894,19550,44.42,16.46,943.2515,409.5092
39,oakland,79,5,106,373,3072,2513,12351,18924,3930,296,621,344686,23255,1250,3214,4064,21260,45.66,16.33,789.2562,370.5234
39,oakland,80,5,132,434,4248,2722,13124,20093,3399,271,602,338721,23797,1228.667,3264.667,4302.667,23264,46.9,16.2,771.8447,347.0874
39,oakland,81,5,118,430,3836,2652,14171,20070,3401,247,601,347736,24285,1184,3301,4545,27913,46.6,16.43,787.6788,382.8383
39,oakland,82,5,94,441,3194,2880,12780,20947,3007,278,625,355868,24820,1148,3316,4693,33583,46.3,16.66,748.5074,375.0273
39,oakland,83,5,98,478,3289,2912,11647,19000,2742,282,625,362344,25362,1131,3315,4862,38025,46,16.89,723.0884,355.5932
39,oakland,84,5,115,426,3170,2677,12413,19544,2923,306,617,358566,25847,1141,3299,5009,41652,45.7,17.12,726.2258,343.9584
39,oakland,85,5,95,531,3316,2761,11846,20866,3408,298,617,362095,26444,1173,3296,5165,48326,45.4,17.35,785.3521,350.4481
39,oakland,86,5,129,538,3787,2531,12231,22672,4059,309,635,370556,27106,1215,3292,5317,57725,45.1,17.58,826.7067,353.318
39,oakland,87,5,114,538,3176,2657,10793,22448,4809,297,607,365983,27781,1214,3314,5447,64812,44.8,17.81,859.8782,359.4338
39,oakland,88,5,112,498,3141,2298,10962,23661,5943,234,590,367782,28468,1187,3357,5558,73780,44.5,18.04,852.3222,366.2318
39,oakland,89,5,129,442,3224,1760,9874,23941,6544,376,610,366305,29218,1152,3427,5649,84338,44.2,18.27,878.2258,376.6129
39,oakland,90,5,146,517,3230,1952,8500,19077,7173,331,627,372242,29905,1160.291,3427.423,5688.272,94122,43.9,18.5,909.7169,383.3206
39,oakland,91,5,149,460,3933,4942,8848,20695,7281,403,671,379995,30416,1152.656,3307.971,5722.288,98515,43.6,18.73,936.5314,422.8782
39,oakland,92,5,165,418,4610,4947,8870,21310,7766,413,720,386086,30909,1175.748,3200.984,5720.233,105467,43.3,18.96,963.3459,462.4359
39,oakland,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31217,1183.264,3101.533,5669.01,115573,NA,NA,NA,NA
40,oklacity,71,37,45,144,521,1142,6314,9772,2657,80,598,370000,2618,153,324,314,3729,13.7,12.31,597.5309,256.7901
40,oklacity,72,37,43,133,671,782,7220,10495,2718,77,577,376010,2657,156,328,336,3667,13.8,12.12,605.2631,277.512
40,oklacity,73,37,43,166,696,661,8164,10134,3257,96,621,382300,2694,158,337,355,3187,13.9,11.93,603.6036,268.018
40,oklacity,74,37,53,201,938,572,10144,11588,3905,97,629,381800,2732,159,345,374,2896,14,11.74,582.1501,215.0101
40,oklacity,75,37,61,249,992,1364,11460,15838,3576,122,598,384081,2772,160,356,391,3133,14.1,11.55,617.1003,204.461
40,oklacity,76,37,36,228,770,1326,9636,17928,3032,120,620,376522,2823,162,369,411,3736,14.2,11.36,669.5958,214.4112
40,oklacity,77,37,67,251,775,1602,8914,13075,3286,190,672,373570,2866,163,377,427,3609,14.3,11.17,688.1188,211.2211
40,oklacity,78,37,67,314,1023,2203,10014,10867,3150,180,693,381184,2913,164,384,442,4186,14.4,10.98,665.6442,214.7239
40,oklacity,79,37,83,311,1188,2230,12031,13792,3942,186,707,381348,2970,163,394,460,4250,14.5,10.79,690.0827,232.7824
40,oklacity,80,37,76,337,1251,2074,13476,15365,3615,190,725,401577,3043,160.3333,404.6667,481.3333,4796,14.6,10.6,674.7573,219.6602
40,oklacity,81,37,65,336,1491,2236,12364,14827,3809,195,736,414523,3096,153,409,503,5281,14.74,10.8,700.7701,226.6227
40,oklacity,82,37,89,386,1801,2010,12682,16274,4953,216,767,425093,3206,148,420,525,6500,14.88,11,707.7747,221.7822
40,oklacity,83,37,61,533,1917,2174,12334,15142,4208,198,746,441281,3291,147,419,543,7480,15.02,11.2,747.9421,215.8166
40,oklacity,84,37,65,516,1603,2075,12432,18868,4152,207,763,439249,3286,147,403,545,7872,15.16,11.4,732.6434,204.3171
40,oklacity,85,37,61,485,1585,2197,14730,24312,6263,187,732,443575,3272,149,384,545,8330,15.3,11.6,739.5695,194.2842
40,oklacity,86,37,60,425,1484,2270,17048,29404,6703,180,737,444119,3253,152,364,545,9708,15.44,11.8,797.8054,217.0561
40,oklacity,87,37,48,381,1322,2047,17345,28159,6755,218,767,441408,3211,151,345,536,9639,15.58,12,740.2552,228.0816
40,oklacity,88,37,60,377,1365,2184,14693,25931,5707,187,796,440136,3168,144,331,525,10448,15.72,12.2,736.5738,246.483
40,oklacity,89,37,61,352,1617,2277,13675,23736,6602,219,810,431982,3150,137,326,517,11608,15.86,12.4,762.9032,262.9032
40,oklacity,90,37,68,422,1398,2925,11440,25657,5280,300,882,444719,3147,134.582,323.148,507.026,12285,16,12.6,776.5876,267.7888
40,oklacity,91,37,56,473,1499,3038,11825,26929,5900,318,897,449025,3168,135.235,324.253,498.822,13340,16.14,12.8,797.048,283.3948
40,oklacity,92,37,61,472,1836,3989,11249,27214,5951,235,962,454255,3206,139.474,328.446,490.999,14821,16.28,13,817.5083,299.0008
40,oklacity,93,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233,141.768,331.87,481.042,16409,NA,NA,NA,NA
41,omaha,71,28,24,122,482,1085,3706,9017,2892,119,558,357000,1504,89,185,173,1040,9.84,11.71,683.9507,120.9877
41,omaha,72,28,24,125,692,1092,4064,10326,3000,113,560,365067,1518,90,189,184,953,10.08,11.72,696.1722,143.5407
41,omaha,73,28,37,154,817,1046,5000,10727,3481,125,575,376000,1529,92,193,193,1006,10.32,11.73,677.9279,146.3964
41,omaha,74,28,36,187,1233,1061,6106,12638,2866,122,588,376000,1538,93,197,203,1040,10.56,11.74,675.4564,144.0162
41,omaha,75,28,36,178,1211,1115,5225,13872,2134,125,571,391389,1541,93,201,212,1251,10.8,11.75,754.6469,165.4275
41,omaha,76,28,19,193,788,1008,4323,13983,2098,131,544,388592,1549,94,203,223,1304,11.04,11.76,766.2566,147.6274
41,omaha,77,28,31,172,809,906,4930,12895,2277,127,534,367281,1554,93,206,232,1284,11.28,11.77,806.9307,150.165
41,omaha,78,28,24,162,878,792,5048,12811,1744,127,550,364446,1561,92,208,238,1242,11.52,11.78,773.0061,165.6442
41,omaha,79,28,40,193,954,830,5140,14875,2320,155,553,370326,1564,89,210,245,1193,11.76,11.79,789.2562,155.6474
41,omaha,80,28,38,213,1053,679,5351,15138,1958,147,540,312919,1573,83.66667,211.3333,250.3333,1402,12,11.8,752.4272,148.0583
41,omaha,81,28,28,186,899,470,5933,15239,1596,136,556,322883,1578,80,209,261,1477,12.11,11.95,746.9747,155.1155
41,omaha,82,28,20,175,743,1512,5352,15345,1230,159,572,324936,1582,75,206,262,1584,12.22,12.1,746.2443,162.9354
41,omaha,83,28,27,157,622,1584,5393,15246,1230,158,544,327276,1584,71,201,265,1551,12.33,12.25,758.8275,185.4632
41,omaha,84,28,24,202,530,1654,4045,14365,1047,163,578,357790,1589,70,194,268,1567,12.44,12.4,784.3632,187.0958
41,omaha,85,28,24,214,591,1669,4751,14279,1192,164,574,362883,1585,71,185,269,1733,12.55,12.55,825.1398,194.5593
41,omaha,86,28,30,225,627,1844,4643,13927,1215,169,581,332368,1575,72,175,268,1954,12.66,12.7,842.1796,214.1134
41,omaha,87,28,28,189,570,1749,5338,15292,1217,161,587,374934,1567,71,167,266,1963,12.77,12.85,868.6845,229.1825
41,omaha,88,28,28,216,710,1820,4580,15185,1405,147,603,377958,1572,69,162,264,2066,12.88,13,856.3824,230.4428
41,omaha,89,28,23,188,639,1901,4760,14368,1466,148,631,355110,1575,66,158,260,2278,12.99,13.15,902.4194,239.5161
41,omaha,90,28,11,217,604,2307,4190,14997,1347,149,606,335795,1581,66,156.462,255.662,2286,13.1,13.3,951.0329,255.547
41,omaha,91,28,35,207,634,2366,3986,15040,1736,149,608,338987,1592,66.966,155.915,250.838,2406,13.21,13.45,992.6199,287.8229
41,omaha,92,28,NA,NA,NA,NA,NA,NA,NA,149,601,341753,1604,69.103,155.996,244.51,2435,13.32,13.6,1034.207,320.0987
41,omaha,93,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,70.377,157.365,237.821,2467,NA,NA,NA,NA
42,pheonix,71,3,55,216,1304,2326,13348,29594,4332,249,1052,601666.7,1896,115,238,236,1401,4.71,10.91,809.8765,88.88889
42,pheonix,72,3,83,256,1292,2643,15359,27881,4111,267,1184,609400,2009,124,252,263,1529,4.72,10.82,875.5981,98.08612
42,pheonix,73,3,66,264,1701,2580,19328,32139,5568,265,1307,712900,2125,132,270,289,1691,4.73,10.73,869.3694,99.0991
42,pheonix,74,3,89,310,2436,2492,25048,40659,6287,254,1342,742984,2224,139,286,312,2101,4.74,10.64,807.3023,81.13591
42,pheonix,75,3,75,311,1938,2325,23338,42635,5098,374,1527,668046,2286,141,299,330,2647,4.75,10.55,830.855,78.06692
42,pheonix,76,3,53,240,1485,2078,21501,42566,4034,364,1559,669005,2348,143,310,349,2850,4.76,10.46,920.9139,80.84358
42,pheonix,77,3,70,316,1594,2315,20714,39156,4159,469,1532,682200,2427,145,323,371,3229,4.77,10.37,925.7426,90.75907
42,pheonix,78,3,88,463,2031,2819,20340,41125,4709,523,1528,696763,2518,146,337,391,3450,4.78,10.28,891.1043,79.7546
42,pheonix,79,3,91,477,2337,2898,19715,44344,5285,570,1597,718216,2639,147,354,419,3737,4.79,10.19,944.9036,81.26722
42,pheonix,80,3,103,485,3037,3395,24137,51598,5768,640,1622,772884,2736,147,374,452.3333,4360,4.8,10.1,816.7476,82.52427
42,pheonix,81,3,96,408,2696,3119,23052,46977,5022,620,1658,794983,2810,142,378,480,5199,4.84,10.27,804.1804,96.80968
42,pheonix,82,3,95,431,2402,2503,21482,44347,4394,694,1621,814054,2890,138,382,499,6048,4.88,10.44,775.9454,87.25346
42,pheonix,83,3,83,499,1971,2717,18771,39933,4718,633,1635,843415,2969,136,383,520,6743,4.92,10.61,791.2175,117.5814
42,pheonix,84,3,101,525,2106,3640,19340,41128,4439,631,1648,870279,3067,138,383,544,7646,4.96,10.78,773.3129,156.9954
42,pheonix,85,3,89,635,2425,4372,23346,46743,4913,656,1704,890746,3184,144,384,569,8273,5,10.95,817.0559,169.3502
42,pheonix,86,3,122,567,2972,5577,25586,48896,5654,665,1725,927055,3309,151,387,597,9038,5.04,11.12,910.4621,168.2436
42,pheonix,87,3,111,503,2287,5280,21185,48700,5894,642,1803,933177,3438,154,391,619,10558,5.08,11.29,939.3646,188.132
42,pheonix,88,3,106,445,2518,5408,20841,51147,6615,678,1801,951717,3536,153,395,633,11578,5.12,11.46,955.2496,201.1946
42,pheonix,89,3,126,399,2615,5341,23013,58160,12705,697,1917,941948,3622,149,398,637,12726,5.16,11.63,927.4194,223.3871
42,pheonix,90,3,128,512,3383,6642,24682,52912,17520,688,1940,983403,3679,148.5,394.192,634.497,13781,5.2,11.8,930.3749,267.7888
42,pheonix,91,3,128,480,3448,6954,24219,47338,16605,672,1982,995895,3747,149.432,387.097,634.41,14843,5.24,11.97,907.011,257.5646
42,pheonix,92,3,136,476,3140,7155,20317,46006,14983,663,1939,999900,3835,154.463,384.578,633.44,15850,5.28,12.14,883.6472,247.3403
42,pheonix,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945,158.002,388.95,636.831,17160,NA,NA,NA,NA
43,philadel,71,39,435,546,9243,4970,20914,29156,17845,946,7556,1920000,11884,679,1362,1345,5315,33.93,18.86,669.1358,217.284
43,philadel,72,39,413,588,9710,4603,21182,22732,16040,938,8183,1951890,11905,690,1379,1425,6245,34.36,18.82,727.2728,229.6651
43,philadel,73,39,430,694,8481,4983,18790,21490,17395,928,8026,1932547,11885,698,1397,1484,6515,34.79,18.78,750,259.009
43,philadel,74,39,444,796,10069,5237,21295,27061,16804,1002,8245,1899898,11864,701,1415,1544,6732,35.22,18.74,693.712,263.6917
43,philadel,75,39,434,716,10405,4776,22480,29656,15728,942,8085,1883253,11898,694,1449,1605,5982,35.65,18.7,706.3197,267.658
43,philadel,76,39,338,764,7786,4225,20048,30242,13608,878,8154,1916665,11887,687,1471,1658,6656,36.08,18.66,717.0474,302.2847
43,philadel,77,39,323,771,6999,3954,19108,28301,12371,1064,8188,1897706,11882,675,1485,1705,6873,36.51,18.62,686.4686,331.6832
43,philadel,78,39,351,724,7069,4224,19154,29690,11736,1046,8209,1885533,11865,664,1489,1730,7722,36.94,18.58,664.1104,372.6994
43,philadel,79,39,385,838,8838,4476,20965,33863,13221,845,7903,1757368,11874,651,1498,1772,7685,37.37,18.54,657.0248,309.9174
43,philadel,80,39,436,937,10883,5043,24940,40910,17995,863,7454,1681175,11873,635,1503.333,1800,8112,37.8,18.5,626.2136,286.4078
43,philadel,81,39,362,936,10816,5502,26676,39731,16569,877,7472,1686834,11858,614,1503,1854,9291,38.01,18.68,612.7613,287.1287
43,philadel,82,39,332,839,10604,5734,23127,40099,13906,904,7377,1687556,11845,586,1492,1851,10448,38.22,18.86,585.6644,297.7585
43,philadel,83,39,311,822,10744,5096,21254,37611,13926,824,7218,1692364,11838,562,1469,1869,11699,38.43,19.04,594.0035,294.1322
43,philadel,84,39,264,937,9365,5034,18318,35286,13325,819,7075,1667545,11816,548,1432,1892,12998,38.64,19.22,608.8644,290.4711
43,philadel,85,39,273,1021,9381,5534,19007,35815,12636,798,6966,1640102,11772,540,1386,1906,14119,38.85,19.4,653.9098,304.6723
43,philadel,86,39,343,1086,9647,6131,19174,36619,13094,785,6868,1645144,11784,543,1341,1925,15165,39.06,19.58,703.2687,312.4446
43,philadel,87,39,338,1102,9302,6656,20070,41784,15323,868,6698,1649364,11812,529,1306,1935,16246,39.27,19.76,730.2881,326.1531
43,philadel,88,39,371,916,8901,6971,20403,42161,20328,872,6063,1657285,11847,505,1281,1936,17883,39.48,19.94,764.4272,322.8912
43,philadel,89,39,475,784,10233,6562,21896,50609,25043,927,6263,1652188,11866,471,1254,1926,20458,39.69,20.12,808.0645,325
43,philadel,90,39,503,734,12806,7344,24144,42633,25868,935,6651,1585577,11896,454.162,1228.673,1904.812,22281,39.9,20.3,850.0382,331.293
43,philadel,91,39,440,904,13921,7216,21460,40880,24318,894,6424,1596699,11947,447.037,1208.788,1874.946,23386,40.11,20.48,829.5203,375.6458
43,philadel,92,39,425,817,11681,6180,16199,39677,22416,868,6233,1603638,11990,451.171,1183.773,1833.53,24966,40.32,20.66,809.0024,419.9985
43,philadel,93,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12030,456.386,1157.647,1794.016,26055,NA,NA,NA,NA
44,pittsbur,71,39,65,279,2556,1910,9489,10871,6532,36,1661,506333.3,11884,679,1362,1345,5315,20.58,17.93,669.1358,217.284
44,pittsbur,72,39,49,298,2646,1827,7824,9414,6128,33,1588,510600,11905,690,1379,1425,6245,20.96,17.66,727.2728,229.6651
44,pittsbur,73,39,48,274,2647,1847,6988,7792,6628,30,1551,498272,11885,698,1397,1484,6515,21.34,17.39,750,259.009
44,pittsbur,74,39,70,274,2501,1611,8989,9190,6618,23,1465,483697,11864,701,1415,1544,6732,21.72,17.12,693.712,263.6917
44,pittsbur,75,39,63,237,2744,1923,8688,11699,6651,23,1411,479083,11898,694,1449,1605,5982,22.1,16.85,706.3197,267.658
44,pittsbur,76,39,62,287,2419,1853,8710,12256,6397,26,1398,487106,11887,687,1471,1658,6656,22.48,16.58,717.0474,302.2847
44,pittsbur,77,39,52,252,2539,1729,7213,9781,5210,34,1416,482413,11882,675,1485,1705,6873,22.86,16.31,686.4686,331.6832
44,pittsbur,78,39,66,231,3046,1475,7808,8803,5347,31,1400,479443,11865,664,1489,1730,7722,23.24,16.04,664.1104,372.6994
44,pittsbur,79,39,68,263,2752,1566,7397,9725,6187,40,1366,439407,11874,651,1498,1772,7685,23.62,15.77,657.0248,309.9174
44,pittsbur,80,39,50,299,3252,1519,8997,10721,5561,110,1400,424205,11873,635,1503.333,1800,8112,24,15.5,626.2136,286.4078
44,pittsbur,81,39,49,213,4288,1433,8843,11661,4897,117,1330,425632,11858,614,1503,1854,9291,24.18,15.67,612.7613,287.1287
44,pittsbur,82,39,51,236,3841,1263,8096,11769,4657,130,1278,425814,11845,586,1492,1851,10448,24.36,15.84,585.6644,297.7585
44,pittsbur,83,39,42,214,4198,1151,7377,12690,5170,107,1284,426890,11838,562,1469,1869,11699,24.54,16.01,594.0035,294.1322
44,pittsbur,84,39,47,224,3212,1081,7450,11754,7677,119,1231,415475,11816,548,1432,1892,12998,24.72,16.18,608.8644,290.4711
44,pittsbur,85,39,34,188,3016,1115,7243,10569,6766,169,1210,400969,11772,540,1386,1906,14119,24.9,16.35,653.9098,304.6723
44,pittsbur,86,39,47,253,3253,1154,6980,11137,9184,127,1128,402204,11784,543,1341,1925,15165,25.08,16.52,703.2687,312.4446
44,pittsbur,87,39,37,263,2834,1184,7647,11723,7148,88,1063,389015,11812,529,1306,1935,16246,25.26,16.69,730.2881,326.1531
44,pittsbur,88,39,18,264,2537,1328,7444,10973,9370,27,1098,387190,11847,505,1281,1936,17883,25.44,16.86,764.4272,322.8912
44,pittsbur,89,39,31,219,2471,1858,8109,12669,8050,38,1076,376412,11866,471,1254,1926,20458,25.62,17.03,808.0645,325
44,pittsbur,90,39,35,302,2319,2237,5988,12871,8634,34,1147,369879,11896,454.162,1228.673,1904.812,22281,25.8,17.2,850.0382,331.293
44,pittsbur,91,39,36,300,2704,1254,5891,12942,7476,259,1135,372349,11947,447.037,1208.788,1874.946,23386,25.98,17.37,829.5203,375.6458
44,pittsbur,92,39,44,221,2989,1241,5201,12874,8124,57,1095,373842,11990,451.171,1183.773,1833.53,24966,26.16,17.54,809.0024,419.9985
44,pittsbur,93,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12030,456.386,1157.647,1794.016,26055,NA,NA,NA,NA
45,portland,71,38,15,144,1797,1127,10794,18332,3737,207,739,381333.3,2150,129,262,272,2016,5.8,12.88,800,165.4321
45,portland,72,38,37,169,1715,1344,11034,17916,3558,210,723,384000,2195,130,270,297,1856,6,12.56,796.6507,162.6794
45,portland,73,38,32,192,1486,1304,11990,17624,3738,236,714,385600,2239,132,277,320,1670,6.2,12.24,806.3063,162.1622
45,portland,74,38,42,267,1916,1822,13293,20323,4151,192,733,372200,2281,133,284,343,1993,6.4,11.92,817.4442,176.4706
45,portland,75,38,48,287,1843,1898,12704,21789,3721,192,720,373126,2325,133,293,364,2480,6.6,11.6,882.8995,198.8847
45,portland,76,38,39,322,1913,2030,12004,21721,2880,166,683,379818,2372,135,301,385,2821,6.8,11.28,964.8506,233.7434
45,portland,77,38,41,337,1703,1892,11150,19047,2651,185,693,385230,2439,138,310,410,2924,7,10.96,963.6964,244.2244
45,portland,78,38,34,371,1774,1838,9734,19411,2452,191,699,362497,2510,139,317,435,2873,7.2,10.64,946.319,271.4724
45,portland,79,38,39,435,1787,2297,9373,19783,2364,183,653,406525,2578,135,324,461,3168,7.4,10.32,913.2231,256.1983
45,portland,80,38,46,364,2249,2298,10979,22649,2248,199,654,364419,2642,132.3333,333.3333,487.6667,3172,7.6,10,887.1359,219.6602
45,portland,81,38,38,403,3072,2939,14395,27141,2444,184,677,369518,2668,127,323,496,3292,7.61,10.1,866.8867,211.2211
45,portland,82,38,36,392,2811,3245,13728,25632,2248,190,699,369796,2665,122,311,489,3900,7.62,10.2,851.9835,187.3898
45,portland,83,38,36,377,2964,3502,13222,25813,2404,179,687,371706,2653,118,298,483,3952,7.63,10.3,845.6658,174.9393
45,portland,84,38,34,370,3042,3962,14630,25884,2345,176,714,367055,2667,119,290,480,4224,7.64,10.4,866.1817,174.6015
45,portland,85,38,43,469,3508,4614,17148,33086,3387,191,758,367571,2673,120,281,474,4376,7.65,10.5,853.332,179.376
45,portland,86,38,46,438,3887,4433,17236,35722,3892,287,745,368439,2684,122,272,470,4770,7.66,10.6,895.1935,194.7687
45,portland,87,38,66,407,3667,4623,15185,35695,5159,206,769,390845,2701,119,266,465,5457,7.67,10.7,937.5016,187.177
45,portland,88,38,45,372,3632,4637,15236,35601,8158,305,758,387659,2742,114,267,462,5991,7.68,10.8,951.2776,198.5009
45,portland,89,38,38,415,2667,4932,12380,26903,6966,186,746,425788,2791,111,267,455,6156,7.69,10.9,977.4194,214.5161
45,portland,90,38,33,424,2541,4838,8967,25933,5809,195,811,437319,2858,112.601,269.769,451.954,6492,7.7,11,993.1141,258.6075
45,portland,91,38,53,464,2723,4881,9503,26250,6407,199,829,449671,2920,116.457,271.688,452.405,6732,7.71,11.1,984.5018,295.9409
45,portland,92,38,46,490,2686,5167,8761,26562,7901,201,871,458132,2975,122.16,273.796,449.718,6583,7.72,11.2,975.8896,333.2744
45,portland,93,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035,126.906,278.925,449.71,6557,NA,NA,NA,NA
46,sacramen,71,5,33,84,783,565,5509,12082,2691,157,520,260333.3,20346,1139,2587,2793,17474,10.88,14.1,762.963,424.6913
46,sacramen,72,5,51,110,886,634,6889,10100,2642,119,516,264113,20585,1165,2608,2980,16970,11.16,13.9,811.0048,449.7607
46,sacramen,73,5,27,136,734,664,7273,9925,2161,134,521,263900,20868,1191,2684,3126,19794,11.44,13.7,797.2973,423.4234
46,sacramen,74,5,37,137,892,959,7807,10664,2092,134,516,263800,21173,1212,2772,3264,21897,11.72,13.5,811.3589,383.3671
46,sacramen,75,5,42,155,1128,1087,9004,12939,2255,153,522,262994,21537,1220,2880,3409,17296,12,13.3,847.5837,351.3011
46,sacramen,76,5,52,192,1187,1368,9091,14070,2563,158,502,260700,21935,1241,2980,3570,18113,12.28,13.1,934.9736,376.0984
46,sacramen,77,5,41,205,1276,1393,8348,13077,2658,168,492,265220,22350,1256,3065,3736,17338,12.56,12.9,920.7921,391.0891
46,sacramen,78,5,61,218,1582,1337,9460,13799,2731,161,492,261465,22839,1265,3141,3894,19550,12.84,12.7,943.2515,409.5092
46,sacramen,79,5,44,219,1640,1309,9728,16040,2672,179,513,274300,23255,1250,3214,4064,21260,13.12,12.5,789.2562,370.5234
46,sacramen,80,5,45,217,1604,1355,10401,18451,2626,200,506,274547,23797,1228.667,3264.667,4302.667,23264,13.4,12.3,771.8447,347.0874
46,sacramen,81,5,53,228,1833,1421,10835,19981,2310,179,509,281854,24285,1184,3301,4545,27913,13.59,12.5,787.6788,382.8383
46,sacramen,82,5,43,191,1543,1211,9230,16932,2052,199,504,288446,24820,1148,3316,4693,33583,13.78,12.7,748.5074,375.0273
46,sacramen,83,5,52,217,1553,1258,9339,16074,2012,193,498,293695,25362,1131,3315,4862,38025,13.97,12.9,723.0884,355.5932
46,sacramen,84,5,45,248,1645,1314,9408,15604,2235,235,501,300248,25847,1141,3299,5009,41652,14.16,13.1,726.2258,343.9584
46,sacramen,85,5,39,209,2083,1350,9975,17334,2918,249,502,312944,26444,1173,3296,5165,48326,14.35,13.3,785.3521,350.4481
46,sacramen,86,5,70,258,2214,1696,9983,17643,3205,258,553,320256,27106,1215,3292,5317,57725,14.54,13.5,826.7067,353.318
46,sacramen,87,5,78,241,1841,1676,8800,17856,3863,243,563,331728,27781,1214,3314,5447,64812,14.73,13.7,859.8782,359.4338
46,sacramen,88,5,68,188,1612,1714,7701,18086,5774,283,564,340483,28468,1187,3357,5558,73780,14.92,13.9,852.3222,366.2318
46,sacramen,89,5,44,187,1654,1773,7481,17952,6734,281,592,347172,29218,1152,3427,5649,84338,15.11,14.1,878.2258,376.6129
46,sacramen,90,5,43,211,1790,1934,6966,16219,6547,281,622,369365,29905,1160.291,3427.423,5688.272,94122,15.3,14.3,909.7169,383.3206
46,sacramen,91,5,66,221,2280,2329,7753,17870,7557,303,616,377058,30416,1152.656,3307.971,5722.288,98515,15.49,14.5,936.5314,422.8782
46,sacramen,92,5,45,237,2322,2070,7305,18216,8179,301,599,383102,30909,1175.748,3200.984,5720.233,105467,15.68,14.7,963.3459,462.4359
46,sacramen,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31217,1183.264,3101.533,5669.01,115573,NA,NA,NA,NA
47,saintlou,71,26,220,498,4956,3231,18876,27761,11865,624,2229,600666.7,4723,271,560,563,3614,41.37,20.93,597.5309,160.4938
47,saintlou,72,26,205,512,4844,3216,17577,27462,11279,672,2228,614511,4753,278,562,594,3533,41.84,20.66,662.6794,167.4641
47,saintlou,73,26,215,565,5177,3314,19033,25930,9618,653,2218,586819,4775,283,573,620,3767,42.31,20.39,639.6396,164.4144
47,saintlou,74,26,202,445,5300,3410,19885,28441,8717,605,2217,571120,4785,286,588,642,3764,42.78,20.12,600.4057,144.0162
47,saintlou,75,26,240,462,6288,3573,18976,30233,9627,590,2173,569000,4795,286,601,662,4371,43.25,19.85,626.394,143.1227
47,saintlou,76,26,182,489,5303,3600,17005,28969,7199,564,2068,534206,4824,288,614,686,4997,43.72,19.58,648.5062,154.6573
47,saintlou,77,26,195,473,4943,4115,15215,23790,6719,566,2091,512059,4845,288,622,706,5302,44.19,19.31,630.363,155.1155
47,saintlou,78,26,210,497,5025,4363,16688,22151,5551,591,1997,525123,4871,286,629,720,5637,44.66,19.04,598.1595,157.9755
47,saintlou,79,26,265,555,5386,4568,17263,23103,6073,595,2002,505451,4889,279,636,738,5279,45.13,18.77,584.022,158.4022
47,saintlou,80,26,225,392,5938,4428,20184,27043,6421,591,1950,450790,4923,268.3333,636,758,5726,45.6,18.5,574.0291,162.6214
47,saintlou,81,26,265,413,5365,4321,19214,27195,5881,547,1890,454166,4932,254,638,782,6489,45.99,18.7,576.4576,181.5182
47,saintlou,82,26,226,316,4899,4628,17149,27638,5280,543,1808,455362,4930,239,630,784,7445,46.38,18.9,547.2693,166.4235
47,saintlou,83,26,152,323,3840,4146,14199,22974,5353,523,1754,457262,4944,227,621,796,8103,46.77,19.1,547.8105,164.4038
47,saintlou,84,26,128,349,3112,4140,13256,21051,5196,492,1711,442528,4976,225,608,811,8770,47.16,19.3,580.0941,165.0268
47,saintlou,85,26,169,384,3136,4953,13498,21390,5583,513,1627,431109,5001,227,590,826,9796,47.55,19.5,603.0927,174.9486
47,saintlou,86,26,195,373,3326,5995,12523,21641,7135,544,1563,434298,5024,232,568,841,10309,47.94,19.7,642.7925,182.4457
47,saintlou,87,26,153,332,3296,5997,11796,25157,7677,558,1518,429414,5057,231,550,854,11357,48.33,19.9,696.0207,190.9834
47,saintlou,88,26,140,305,3327,6709,12541,26735,7458,587,1528,425187,5082,223,537,860,12176,48.72,20.1,701.9022,188.961
47,saintlou,89,26,158,330,4220,7936,13837,26669,8932,628,1561,405066,5096,210,527,857,13921,49.11,20.3,728.2258,198.3871
